100,1324,9,940,924,1423,16.3,51,0.9341,1587
101,1349,8.8,933,933,1349,14.7,55.9,0.9314,1617
102,1239,7.4,872,985,1250,14.8,54.7,0.9164,1547
103,1239,6.9,853,1010,1174,14,57,0.9094,1543
104,1224,7,855,998,1149,13.4,61.3,0.9361,1566
105,1078,4.4,734,1128,1021,12.6,63.5,0.923,1487
106,1078,4,711,1150,1013,12.3,65.4,0.9351,1468
107,1075,3.9,703,1156,1010,11.9,67.4,0.9375,1464
108,1157,6.4,830,1030,1083,11.4,70.5,0.9475,1584
109,1314,9.7,966,897,1235,11.3,70.2,0.9401,1710
110,1797,25.9,1451,652,1680,12.4,63.9,0.917,2323
111,1961,36.7,1701,537,2184,14.8,54.3,0.9076,2665
112,1771,26.6,1470,622,1973,17.4,45.6,0.8993,2262
113,1564,20.1,1300,710,1798,19.8,38.5,0.8801,2029
114,1430,14.1,1120,831,1522,22,34.1,0.8904,1783
115,1417,14.9,1146,830,1404,23.3,32.2,0.9096,1831
116,1400,15.4,1162,838,1263,23.9,30,0.8757,1829
117,1317,12.1,1053,926,1137,24.4,28.9,0.8736,1707
118,1318,11.5,1033,950,1068,24.4,29.4,0.8848,1675
119,1445,14.8,1141,857,1252,23.8,31.3,0.9137,1824
120,1917,32.1,1601,631,1843,22.5,35.4,0.9547,2447
121,2040,39.2,1754,542,2122,20.4,42.5,1.0086,2679
122,1895,31,1573,565,1992,18.3,52.6,1.0945,2443
123,1595,19.9,1294,678,1707,16.7,57.4,1.0786,2058
124,1439,15.3,1159,764,1494,15.7,60.2,1.0654,1856
125,1142,6.9,852,1008,1164,15.3,61.4,1.058,1547
126,1304,11.1,1019,852,1272,14.1,65.7,1.0494,1731
127,1074,5.4,784,1098,1040,14.8,60.6,1.0148,1483
128,968,2.8,640,1320,867,14.8,59.2,0.9879,1386
129,929,2.3,608,1376,826,13.6,62.1,0.9636,1364
130,941,2.6,626,1316,840,12.3,66.2,0.945,1373
131,937,2,585,1412,793,12.8,63.2,0.9283,1348
132,1017,3.5,681,1246,870,11.2,68.5,0.9081,1418
133,1171,5.1,770,1162,930,11,66.5,0.8705,1467
134,1541,16.2,1185,770,1407,11.7,63.7,0.8719,1889
135,1539,19.7,1287,698,1507,13.6,56.3,0.8743,2055
136,1735,25.1,1431,628,1843,17.8,42.9,0.8672,2211
137,1571,20,1297,730,1729,21.4,33.3,0.8417,1973
138,1452,18.3,1250,776,1583,24.4,27.4,0.8231,1868
139,1579,22.3,1359,724,1671,25.3,26.1,0.8264,1998
140,1466,20.4,1309,773,1491,25.8,23.2,0.7589,1897
141,1280,14.6,1136,893,1240,27,20.2,0.7094,1675
142,1407,16.6,1197,905,1313,28.2,18.6,0.7014,1759
143,1389,15.8,1173,898,1363,28,19.1,0.7098,1739
144,1447,17.8,1235,859,1296,23.9,25.7,0.7519,1778
145,1551,19.1,1271,800,1432,21.3,34.8,0.873,1875
146,1474,15.8,1173,854,1432,20.4,36.7,0.8704,1776
147,1800,24.9,1426,700,2034,19,41.3,0.9007,2106
148,1379,13.5,1101,818,1602,17.9,45.9,0.9342,1710
149,1201,9.1,943,935,1362,16.7,48.9,0.9226,1560
150,1205,8.6,925,922,1314,15.5,52.9,0.9271,1547
151,1072,5.4,784,1066,1114,15.5,51.9,0.9059,1442
152,998,4.1,714,1169,992,14.1,55.6,0.891,1383
153,933,2.6,625,1292,884,13.1,57.9,0.8666,1332
154,883,1.9,577,1396,808,12.7,57.9,0.8447,1303
155,869,1.6,554,1460,667,11.8,58,0.8026,1268
156,891,1.9,576,1417,733,11.9,57.4,0.7978,1289
157,1173,7.5,878,1038,1052,9.9,65.2,0.7956,1556
158,1587,21.4,1334,702,1534,11.1,60.2,0.7958,1999
159,1852,36.4,1696,553,1931,14.1,50,0.802,2535
160,1522,21.3,1331,703,1734,17.7,40.1,0.8048,2026
161,1438,15.4,1161,819,1595,21.1,33.4,0.8265,1782
162,1393,12.5,1067,905,1490,24.3,28.3,0.8471,1654
163,1452,15.1,1152,861,1508,25.6,25.6,0.8254,1747
164,1389,13.7,1108,887,1334,25.9,25.9,0.8503,1712
165,1207,10.4,994,1013,1045,26.8,18.7,0.65,1520
166,1365,15.2,1154,940,1221,29.3,15.8,0.6309,1679
167,1247,12.3,1060,1032,1069,28.5,14.9,0.5708,1525
168,1557,27,1478,793,1569,25.9,16,0.5237,1981
169,1973,38.4,1737,617,2306,23.1,26.5,0.7403,2414
170,1975,35.1,1667,597,2359,20.5,38.2,0.9133,2416
171,1795,27.2,1485,653,2050,19.1,42.6,0.9294,2174
172,1444,15,1150,770,1727,17.2,44.1,0.8558,1727
173,1488,15.7,1171,731,1705,16,50.9,0.9206,1778
174,1371,13,1083,796,1551,14.8,53.9,0.9024,1669
175,1161,8.1,904,947,1240,14.3,55.4,0.8975,1502
176,1064,5.5,787,1057,1115,14.8,52.1,0.8686,1407
177,970,3.6,687,1196,969,13.9,53.9,0.8501,1351
178,954,2.9,645,1260,925,11.6,61.9,0.8442,1334
179,931,2.5,623,1293,828,12,58.9,0.8233,1307
180,938,3,650,1251,893,10.9,62.1,0.8113,1333
181,1166,7.7,885,1005,1075,10.6,63.3,0.8067,1551
182,1643,23.3,1384,667,1610,11.5,60,0.8117,2094
183,1934,35.8,1682,541,2051,14.3,50.6,0.8186,2468
184,1617,21.3,1333,686,1819,17.8,40.5,0.821,2010
185,1473,14.3,1127,831,1568,20.8,34.4,0.8365,1752
186,1379,12.5,1068,899,1374,23.8,28.2,0.8219,1663
187,1385,12.2,1056,891,1268,24.2,28.7,0.8515,1648
188,1379,13.1,1087,901,1144,25.2,24.9,0.7829,1660
189,1322,14.4,1129,934,1109,27,17.8,0.6275,1639
190,1496,16.8,1205,822,1347,27.1,23.1,0.818,1767
191,1409,14.5,1131,873,1206,25.8,23.9,0.7832,1689
192,1513,21.5,1338,764,1397,23,26.8,0.7446,1957
193,1667,26.4,1464,683,1588,20.7,31.1,0.7523,2118
194,1667,26,1453,684,1569,18.6,36.2,0.7676,2051
195,1430,14.1,1121,814,1322,16,48.4,0.8768,1732
196,1333,10.3,989,885,1194,14.5,57.8,0.9456,1621
197,1262,8.3,911,948,1062,13.1,64.2,0.9606,1545
198,1287,8.9,936,918,1040,12,69.7,0.9735,1606
199,1134,6.6,840,1021,917,11.9,71.1,0.9915,1501
200,999,3.6,688,1229,594,12.5,69.3,1.0029,1380
201,961,2.5,622,1382,430,12.5,67.5,0.9768,1301
202,934,1.8,569,1440,397,12.3,67.7,0.9665,1280
203,913,1.3,525,1620,370,12.5,66.8,0.962,1260
204,969,2.3,607,1373,438,12.3,66.3,0.9487,1324
205,1182,6.7,845,1054,704,12.4,64.9,0.9332,1539
206,1740,22.8,1372,671,1476,13,61.6,0.9209,2144
207,1819,31.3,1582,575,1716,13.6,58.8,0.912,2456
208,1427,19.2,1275,701,1398,13.9,57.1,0.9032,1980
209,1390,16.4,1191,759,1268,14.5,54.4,0.8917,1879
210,1283,14,1117,813,1188,15.5,50.1,0.8744,1751
211,1304,15.3,1157,793,1171,16.1,47.6,0.8655,1801
212,1364,16.7,1202,771,1250,16.3,47.1,0.864,1875
213,1410,19,1268,724,1344,16.4,47.5,0.8791,1957
214,1476,19.4,1280,708,1378,16.1,50.2,0.9094,1955
215,1522,20.9,1320,690,1435,16,50.7,0.9142,2005
216,1442,20.2,1301,704,1372,15.8,50.3,0.8989,1952
217,1469,21.7,1344,677,1471,15.5,50.6,0.884,1997
218,1467,19.8,1292,698,1439,15.4,51.4,0.8956,1942
219,1421,16.7,1202,748,1429,15.2,53.1,0.9117,1854
220,1175,9.1,945,904,1081,14.7,57.6,0.9573,1604
221,1215,8.3,912,948,993,14.2,58.3,0.938,1547
222,1127,5.8,802,1064,837,13.8,57.9,0.9085,1447
223,1090,5.2,773,1105,761,13.9,55.9,0.8842,1429
224,1017,4.1,718,1182,650,13.9,55.6,0.8765,1382
225,997,3.4,677,1252,591,13.8,55.1,0.8666,1359
226,945,2.9,646,1308,505,13.8,54.6,0.8574,1332
227,956,3.1,661,1260,518,13.6,55.1,0.856,1351
228,966,2.5,622,1317,571,13.6,59,0.9129,1342
229,1064,4.3,728,1161,842,13.5,58.4,0.896,1461
230,1300,8.9,935,902,1145,13.8,58,0.9083,1623
231,1348,10.5,998,834,1218,14.6,53.1,0.8765,1689
232,1425,12.5,1068,776,1341,15,52.3,0.8881,1764
233,1474,12.3,1061,768,1406,15.4,52.1,0.9046,1768
234,1490,11.7,1039,782,1422,16.3,50,0.9158,1757
235,1495,11.7,1040,809,1373,17.1,47.9,0.9281,1735
236,1376,9.3,953,900,1153,19,42.9,0.937,1636
237,1305,7.6,884,980,927,19.5,42.3,0.9476,1573
238,1283,6.7,844,1036,766,19.5,42.3,0.9493,1539
239,1392,9.7,967,930,941,19.1,43.8,0.9556,1649
240,1452,12.4,1063,856,1146,18.5,46.3,0.9744,1774
241,1633,16.6,1199,734,1417,17.4,51.6,1.0159,1919
242,1625,16.4,1191,733,1442,17.1,51.3,0.9914,1885
243,1535,13.7,1108,785,1323,16.4,53.8,0.9964,1820
244,1323,9.9,973,864,1125,16.2,55.4,1.0132,1712
245,1309,8.9,937,905,1036,15.9,57.7,1.0356,1672
246,1456,10.6,999,835,1202,15.7,58.6,1.0396,1714
247,1300,7.4,872,941,1054,15.1,60.9,1.0398,1577
248,1203,6.2,823,1004,903,15.6,56.6,0.9951,1526
249,1195,6.5,836,987,885,15.2,57.9,0.9941,1554
250,1117,5.8,802,1029,818,15.4,57.8,1.0021,1539
251,1062,4,711,1136,700,14.9,60.6,1.0196,1461
252,947,2.1,594,1300,580,14.5,63,1.0316,1390
253,1065,3.6,687,1143,815,14.2,66.2,1.063,1492
254,1155,4.4,734,1062,1035,14.5,65.3,1.0704,1528
255,1220,5.4,782,996,1067,15.3,62.1,1.073,1560
256,1301,7.1,862,914,1114,16.3,59,1.0868,1633
257,1279,7.3,870,911,1000,18.9,49.6,1.07,1646
258,1267,7.6,883,953,906,19.4,46.1,1.0249,1617
259,1239,6.8,848,981,822,20.8,41.6,1.0091,1568
260,1128,4.6,742,1144,610,21.4,40.3,1.0126,1507
261,1243,8.4,916,962,657,21.2,39.3,0.9791,1669
262,1208,6.9,853,1060,647,20.3,38,0.8942,1506
263,1306,9,938,961,762,19.4,41.3,0.9206,1607
264,1546,15.1,1151,769,1122,18.5,43.8,0.9252,1874
265,1501,12.6,1071,823,1130,17.8,48.1,0.9689,1744
266,1605,15.1,1153,769,1637,17.9,46.9,0.952,1840
267,1316,9.9,974,883,1272,17.4,49.1,0.9688,1673
268,1195,8,898,933,1098,17,51.7,0.9914,1594
269,1211,7.9,896,920,1066,16.4,55.1,1.0198,1624
270,1161,6.1,815,995,909,16.1,60,1.0919,1582
271,1095,5.1,767,1050,818,15.8,60.5,1.0805,1547
272,897,1.7,563,1417,472,16.3,57,1.0491,1355
273,842,0.7,468,1813,394,16.9,53.9,1.0309,1274
274,854,0.8,481,1756,396,16.1,55.9,1.0153,1304
275,845,0.7,472,1786,378,16.5,53.9,1.0049,1278
276,942,2,586,1480,432,16.4,54,0.9979,1373
277,1090,5.1,768,1072,699,15.7,57.6,1.0195,1538
278,1514,17.7,1230,732,1252,15.8,53.7,0.9571,1996
279,1379,18.4,1252,711,1237,17.4,42.1,0.8281,1962
280,1074,6.9,854,1032,772,17.9,38.4,0.7793,1484
281,1090,7.3,868,1026,766,18.5,36.7,0.7764,1509
282,1110,9.6,964,947,829,21,29.6,0.7263,1577
283,1102,10.4,994,955,783,21.3,28.1,0.7067,1599
284,1100,11.2,1021,952,822,21.3,26.1,0.6539,1607
285,1094,10.7,1003,965,813,21.3,26.8,0.6681,1574
286,1076,11.6,1034,964,813,21.3,24.2,0.606,1544
287,1152,12.4,1062,928,850,20.2,28.5,0.6682,1606
288,1407,18.3,1249,720,1276,17,43.1,0.8264,1932
289,1438,21,1325,678,1401,15.6,47.4,0.8347,1993
290,1425,21,1325,678,1356,15.3,47.4,0.8178,1965
291,1279,14.5,1131,775,1243,14.5,49.7,0.8177,1758
292,1132,8.4,916,920,1083,13.9,52,0.8231,1561
293,1006,4.3,729,1142,795,14.5,49.4,0.8106,1370
294,982,3.8,700,1204,735,13.8,51.4,0.8071,1359
295,969,2.7,636,1271,684,14,51.3,0.8163,1309
296,941,2.5,621,1298,714,13,56.8,0.8444,1330
297,892,1.2,522,1522,456,11,70,0.9215,1285
298,855,0.8,478,1701,401,10.1,76.8,0.9483,1261
299,834,0.6,459,1908,361,8.8,80.5,0.9147,1212
300,909,1.8,567,1542,418,9.6,75.4,0.9004,1287
301,1061,4.6,745,1178,616,9.8,75,0.9093,1429
302,1441,14.2,1124,851,1089,10,74.2,0.9117,1829
303,1498,21,1325,684,1329,11.2,69.7,0.9232,2095
304,1343,16.2,1185,760,1311,12,62.9,0.8803,1857
305,1308,15.5,1166,792,1236,12.8,55.8,0.821,1794
306,1209,13.4,1097,837,1147,13.1,54.8,0.8234,1746
307,1310,16.9,1207,770,1301,13.8,53.4,0.8351,1847
308,1171,12.4,1064,881,1097,16,42.4,0.7674,1639
309,1112,10.1,980,924,900,14.1,49.8,0.7971,1589
310,1132,8.7,927,944,781,12,61.1,0.8537,1570
311,1225,13.8,1111,818,1013,13.6,54.6,0.8465,1719
312,1065,9.3,953,962,790,13.7,49.5,0.7695,1514
313,1236,13,1084,854,1059,11.7,57.1,0.7822,1688
314,1309,14.3,1126,812,1205,11.5,58.2,0.7867,1722
315,1089,7.6,884,1006,975,12.6,54.2,0.7881,1487
316,1000,5.3,776,1141,896,12,54.9,0.7664,1375
317,1041,5.4,782,1105,911,11,61.4,0.8057,1425
318,1045,4.9,756,1137,902,11.1,62.2,0.8199,1411
319,997,4.6,744,1151,832,10.8,62.5,0.8082,1405
320,948,2.7,634,1320,715,11.3,60,0.8025,1326
321,878,1.6,551,1493,683,10.6,61.6,0.7856,1272
322,908,1.7,559,1477,721,10.2,62.7,0.7813,1287
323,892,1.2,522,1572,648,10.9,58.6,0.7628,1255
324,954,1.7,561,1496,612,10.8,57.2,0.7382,1255
325,1045,4.8,751,1186,800,10.4,59.2,0.7455,1403
326,1383,13.8,1109,832,1173,11,57.3,0.7501,1706
327,1597,23.7,1395,652,1519,11.2,56.9,0.7565,2080
328,1318,14.2,1124,762,1287,12.1,54.9,0.7734,1770
329,1138,8,898,950,966,15.1,44.3,0.7535,1505
330,1098,6.7,842,1012,828,15.6,40.6,0.7146,1440
331,1118,8.7,927,959,825,16.9,34.6,0.6597,1477
332,1170,10.8,1009,879,872,16.6,35.6,0.6697,1566
333,1112,6.7,842,1015,680,11.3,63.9,0.8554,1494
334,1390,11.4,1028,829,1002,9.6,81.1,0.972,1730
335,1353,13.4,1096,774,1159,11.7,69.1,0.9497,1783
336,1260,12,1050,828,979,10.7,68.5,0.8794,1722
337,1501,20.2,1302,681,1311,10.7,67.3,0.8643,2008
338,1273,14.4,1130,795,1071,10.8,65.7,0.8486,1744
339,1179,9.4,955,928,899,10.3,66.3,0.8336,1571
340,1047,5.9,809,1064,766,10.1,66.9,0.8248,1435
341,973,4.5,739,1186,589,10.4,61.1,0.7717,1354
342,997,4.5,737,1168,631,10.3,59.9,0.7516,1341
343,970,2.5,621,1400,479,11,58.4,0.7686,1249
344,902,1.8,568,1450,479,9.1,68.1,0.789,1253
345,921,1.4,538,1564,417,9.5,68.2,0.8091,1224
346,858,0.9,490,1707,378,9.3,72.3,0.8496,1212
347,878,0.6,457,1935,344,9.9,66.8,0.8152,1158
348,893,1.4,540,1604,413,7.6,83.2,0.8695,1268
349,1038,3.8,697,1260,605,8.1,79,0.8544,1383
350,1320,11.6,1035,902,991,8.7,74.6,0.8429,1721
351,1353,17.8,1235,740,1175,8.6,75.1,0.8415,1937
352,1133,8.8,933,969,923,9.7,69.7,0.8389,1552
353,1066,6.8,849,1039,829,11,64.4,0.8447,1468
354,1027,5.9,809,1081,733,13.6,53,0.8209,1442
355,1106,8.9,935,958,819,14.2,48.4,0.778,1570
356,1038,8.2,907,976,723,14.2,46.3,0.7438,1492
357,1084,8.6,924,986,786,16,41.3,0.7462,1501
358,1105,10.1,982,939,850,17.7,35.4,0.7094,1545
359,1102,9.4,957,968,820,17.1,37.4,0.7225,1527
360,1240,14.6,1137,836,991,14.9,40.5,0.6835,1748
361,1443,24.6,1418,666,1454,13.4,47.8,0.7293,2060
362,1389,21.6,1341,692,1488,12.6,52.5,0.7642,1982
363,1183,10.3,989,904,1205,12.2,53.2,0.7555,1539
364,1014,5.7,798,1083,909,10.6,56.1,0.714,1376
365,979,4.5,736,1154,769,9.9,59.5,0.7276,1324
366,1048,5.5,787,1098,835,9.6,61.1,0.7323,1373
367,1024,4.8,753,1131,793,9.7,61.6,0.7425,1357
368,974,3.6,690,1208,733,9.4,62.6,0.7398,1313
369,862,1.7,561,1449,502,8.2,68.5,0.7455,1219
370,925,2.2,602,1398,562,8,69.4,0.7459,1263
371,952,3,654,1210,832,7.7,72.4,0.7655,1312
372,1005,4,713,1130,924,8,71.8,0.7711,1363
373,1122,6.7,842,1015,974,8.5,66.3,0.7375,1438
374,1351,16.7,1201,783,1307,9.8,59.6,0.7214,1828
375,1408,19.3,1278,682,1481,11.2,57,0.7544,1928
376,1304,14.8,1142,772,1405,14.8,44.1,0.7407,1747
377,1207,13.4,1098,826,1195,16.8,35.3,0.6729,1664
378,1099,11,1014,948,868,19.2,27.1,0.5976,1503
379,1106,12.5,1068,915,874,19.1,26.2,0.5741,1535
380,1009,8.4,916,1015,738,16.3,30.8,0.5683,1391
381,962,5.3,776,1152,550,14.2,36.8,0.5922,1279
382,1093,8.8,933,976,777,13.4,41,0.6292,1454
383,1180,11.2,1023,886,966,14.2,43.3,0.6982,1588
384,1168,11.6,1037,868,990,12.1,45.6,0.6403,1580
385,1168,12.4,1063,876,944,10.4,48,0.6046,1540
386,1140,10.6,1000,916,962,10,51.1,0.628,1490
387,1001,6,811,1097,778,9.8,50.8,0.6172,1308
388,953,4.6,743,1185,690,9.7,50.4,0.6063,1252
389,972,4.1,715,1237,644,9.9,50.2,0.6103,1258
390,1021,5.2,776,1144,753,9.4,53.4,0.63,1307
391,940,3.2,664,1290,646,8.6,57.8,0.6488,1232
392,1046,4.5,736,1142,838,8.1,62.1,0.6746,1312
393,1026,3.8,699,1191,851,7.9,63.5,0.6777,1292
394,983,3.8,698,1209,801,7.4,64.8,0.6683,1296
395,915,1.9,578,1417,665,8.2,58.9,0.6444,1212
396,935,2.4,615,1373,717,6.3,66.6,0.641,1250
397,976,3.3,669,1270,795,7.2,62.9,0.6396,1266
398,1124,6.7,842,1050,936,7.2,63.9,0.65,1418
399,1163,8.5,919,922,1076,11.1,50.5,0.6654,1530
400,1167,9.7,966,942,1016,15.5,36.1,0.6313,1520
401,1121,9.4,955,992,834,17.8,29.2,0.592,1451
402,1071,9,940,994,756,17.6,30.1,0.6013,1449
403,1065,10,979,950,766,19.1,26.8,0.5861,1467
404,1157,12.6,1072,888,905,17.7,28.6,0.5735,1596
405,1046,7.6,883,1051,765,17.8,28.4,0.5737,1357
406,1147,11.8,1042,934,830,18.7,26,0.5555,1538
407,1119,11.2,1022,916,853,17.1,31.3,0.6038,1508
408,1210,12.4,1062,886,981,15.8,36.1,0.644,1586
409,1306,12.9,1079,827,1286,14.7,40.1,0.6657,1621
410,1258,12.2,1057,841,1244,13.6,44.9,0.6991,1633
411,1148,8.8,930,948,1056,12.5,48.1,0.6946,1475
412,1108,6.8,848,1023,1003,11.8,50.8,0.7042,1421
413,1231,8.6,924,906,1245,10.9,56.1,0.7326,1483
414,1293,8.9,937,930,1200,10.9,55.9,0.7277,1464
415,1274,8.3,912,939,1188,10.3,58.1,0.7278,1451
416,1135,6.3,827,1013,1070,9.3,62.2,0.7294,1395
417,1151,8.3,911,935,1075,8.2,66.7,0.7276,1501
418,1010,5.1,769,1110,895,8.3,64.9,0.7124,1396
419,870,2.6,626,1325,755,9.6,58.5,0.7,1284
420,983,3.6,688,1251,806,7.7,66.4,0.699,1342
421,995,3.6,691,1219,836,7.4,68,0.7043,1321
422,1024,4.7,747,1136,897,9.7,58.6,0.7035,1382
423,1163,7.5,880,959,1073,12.5,50.1,0.7242,1486
424,1218,9,938,918,1088,16.8,36.9,0.7018,1501
425,1210,9.5,958,933,1036,19.2,31.3,0.6887,1514
426,1114,7.7,887,1020,768,21.3,26.4,0.6607,1438
427,995,5.7,796,1159,587,21.2,23.1,0.5768,1287
428,927,3.8,700,1285,452,18.6,25,0.5319,1189
429,1002,4.8,754,1189,470,18,27.3,0.5594,1260
430,987,4.3,727,1213,502,18.2,28.3,0.5848,1244
431,993,4.1,714,1217,516,17,31.4,0.6048,1238
432,1012,4.7,746,1174,555,15.6,35,0.617,1301
433,1114,6.2,823,1068,671,14.1,40.2,0.6438,1357
434,1093,5.5,789,1102,788,13.4,43.2,0.6623,1329
435,968,3.3,669,1261,538,12.3,46.8,0.6686,1246
436,960,3.2,666,1266,544,11.9,46.5,0.6449,1224
437,942,2.9,648,1300,500,11.5,46.6,0.6319,1204
438,888,2.2,598,1396,417,10.6,48,0.6135,1156
439,818,1.3,524,1588,341,10.7,45.8,0.5895,1071
440,840,1.1,509,1643,352,10.4,46.6,0.5901,1076
441,894,1.3,524,1557,397,10.1,47.8,0.5913,1095
442,864,1.2,516,1496,502,11.3,46.9,0.628,1153
443,898,1.7,559,1441,648,10.1,51.2,0.6341,1180
